method,lead_time,t,twcrps,owcrps
EMOS_SEA,2,20,0.0124802167621191,0.0965683382981601
EMOS_BST,2,0,0.796523789047461,0.7910321475181
EMOS_BST,2,1,0.790656706954225,0.787583193357762
EMOS_BST,2,2,0.747630581734329,0.723438852720827
EMOS_BST,2,3,0.655115416699704,0.594699047339691
EMOS_BST,2,4,0.552199886789632,0.484967586369402
EMOS_BST,2,5,0.453229014590548,0.394993879262935
EMOS_BST,2,6,0.365701234800703,0.324977380071183
EMOS_BST,2,7,0.29230483317069,0.27874572342132
EMOS_BST,2,8,0.232125173408835,0.248235163157682
EMOS_BST,2,9,0.18401576702763,0.229209606248892
EMOS_BST,2,10,0.14552993934538,0.20783969790466
EMOS_BST,2,11,0.115032600715522,0.197060323255236
EMOS_BST,2,12,0.0906596302537539,0.18569225115151
EMOS_BST,2,13,0.0712906880080212,0.170693303436907
EMOS_BST,2,14,0.0557621747080162,0.15885321054159
EMOS_BST,2,15,0.043139079972416,0.146587178121943
EMOS_BST,2,16,0.0327613497390095,0.132002406463881
EMOS_BST,2,17,0.0251057316811004,0.112174507697811
EMOS_BST,2,18,0.0194717129830061,0.120155747764677
EMOS_BST,2,19,0.0152298759011829,0.107724062207783
EMOS_BST,2,20,0.0119516465256266,0.101607793934887
MBM,2,0,0.91954508668685,0.911507872016828
MBM,2,1,0.911995902350999,0.908348335094728
MBM,2,2,0.863943265091629,0.832947731165931
MBM,2,3,0.758579294775334,0.688882698822111
MBM,2,4,0.637410249295611,0.586314722252176
MBM,2,5,0.521706872001837,0.524138672721723
MBM,2,6,0.420379368942063,0.485159107542048
MBM,2,7,0.336240807756617,0.470286944260938
MBM,2,8,0.267579252769875,0.459465524544174
MBM,2,9,0.212361598307422,0.460265652598321
MBM,2,10,0.168118876714364,0.436701858340135
MBM,2,11,0.132673437887682,0.429288233697684
MBM,2,12,0.104355535309565,0.414570167120227
MBM,2,13,0.0816304636253484,0.387817888248614
MBM,2,14,0.0635463841679209,0.371936068264366
MBM,2,15,0.048876789469472,0.356510321457575
MBM,2,16,0.0368938921241763,0.33700100916021
MBM,2,17,0.0281019296542395,0.303706383422449
MBM,2,18,0.0216143978822743,0.336661649329625
MBM,2,19,0.0167845434497242,0.330841921519312
MBM,2,20,0.0131703521731383,0.335624486031119
MBM_SEA,2,0,0.894642134549274,0.887106420514139
MBM_SEA,2,1,0.887463995832792,0.884372125482207
MBM_SEA,2,2,0.840209870859836,0.812027149102336
MBM_SEA,2,3,0.737031718039408,0.674067803892767
MBM_SEA,2,4,0.619328034325476,0.576582754841237
MBM_SEA,2,5,0.506904744482812,0.519877624758182
MBM_SEA,2,6,0.408661716207671,0.483607626886993
MBM_SEA,2,7,0.32709222966396,0.466653479526527
MBM_SEA,2,8,0.260436483811934,0.458788740544196
MBM_SEA,2,9,0.206714588746038,0.458166259236194
MBM_SEA,2,10,0.16363519396838,0.437924009388451
MBM_SEA,2,11,0.129254680511559,0.425866418148486
MBM_SEA,2,12,0.101972101292369,0.416641634198871
MBM_SEA,2,13,0.0799682919986266,0.385451182234206
MBM_SEA,2,14,0.0623127899718657,0.370849187656591
MBM_SEA,2,15,0.0480589256824684,0.356680881561975
