"method","lead_time","t","twcrps","owcrps"
"HEN",18,18,0.0215697567077423,0.0160157882859427
"HEN",18,19,0.0166778674215404,0.0121366584696108
"HEN",18,20,0.0127992656478875,0.00961387064159348
"HEN",19,0,0.944026334996469,0.94085874250163
"HEN",19,1,0.942052815511918,0.9440695098579
"HEN",19,2,0.918371699079654,0.892689972675137
"HEN",19,3,0.835904621663369,0.758657599551626
"HEN",19,4,0.722381069946856,0.624609737931631
"HEN",19,5,0.602609789758929,0.502278229501254
"HEN",19,6,0.488268543523466,0.388305485098489
"HEN",19,7,0.388050516780455,0.300516245800027
"HEN",19,8,0.304246932193058,0.231734752054676
"HEN",19,9,0.235927542595891,0.178481714802196
"HEN",19,10,0.18198154186658,0.130438224555847
"HEN",19,11,0.139475039810197,0.0982935991750843
"HEN",19,12,0.10636133207656,0.074148520918627
"HEN",19,13,0.0809192092230095,0.0548446351794676
"HEN",19,14,0.0617184682046912,0.0418931224369088
"HEN",19,15,0.0469655095284875,0.0311722091690952
"HEN",19,16,0.0355771505286915,0.0237455051092704
"HEN",19,17,0.0269390248300206,0.0173212563078248
"HEN",19,18,0.0203825924926601,0.0152716179100211
"HEN",19,19,0.0155377209583486,0.0117215609219623
"HEN",19,20,0.0119078113673946,0.00896401582695436
"HEN",20,0,0.921100333433115,0.917630783637191
"HEN",20,1,0.918349654042505,0.920577537184547
"HEN",20,2,0.887806822631155,0.857585383759785
"HEN",20,3,0.793992644804796,0.717375596319484
"HEN",20,4,0.680568686770716,0.587242020289645
"HEN",20,5,0.565282949141038,0.470669785233549
"HEN",20,6,0.458785246283234,0.364278516170319
"HEN",20,7,0.366337630020512,0.283385163528753
"HEN",20,8,0.28875329697078,0.21886508374038
"HEN",20,9,0.225320445375772,0.170048807601766
"HEN",20,10,0.175345712799138,0.127483288365957
"HEN",20,11,0.135900341952747,0.0963852413471376
"HEN",20,12,0.104593703883805,0.0735934607213425
"HEN",20,13,0.0799683523253627,0.0552824824885349
"HEN",20,14,0.0613977707641178,0.0414550866203575
"HEN",20,15,0.0472479761256903,0.0315152771799093
"HEN",20,16,0.0361233158591403,0.0240410915337992
"HEN",20,17,0.0277484937686916,0.0178718219589294
"HEN",20,18,0.0213021529362254,0.0156875434295453
"HEN",20,19,0.0164146912418717,0.0121331515582025
"HEN",20,20,0.0126374330993442,0.00982518647534737
"HEN",21,0,0.896394563871676,0.891450975947575
"HEN",21,1,0.892753767608655,0.895263971911174
"HEN",21,2,0.857875016163612,0.826005689038304
"HEN",21,3,0.760998604438913,0.686741115510043
"HEN",21,4,0.648243032296087,0.558595443523229
"HEN",21,5,0.535472114307182,0.446126339903058
"HEN",21,6,0.432431142963923,0.343969278615501
"HEN",21,7,0.344320295836347,0.268184297648513
"HEN",21,8,0.271522724997879,0.208260399157973
"HEN",21,9,0.212148606142181,0.162415306363654
"HEN",21,10,0.165462398974636,0.120788069271885
"HEN",21,11,0.128754869916751,0.09199631474252
"HEN",21,12,0.0993897039587787,0.070107680312646
"HEN",21,13,0.076043480372569,0.0525696413130523
"HEN",21,14,0.0580439214270753,0.0395100232545015
"HEN",21,15,0.0443316913742525,0.0299967224745718
"HEN",21,16,0.0338174728789624,0.0223481143771375
"HEN",21,17,0.0256707142883214,0.0161492859167307
"HEN",21,18,0.0191697903504306,0.0147663125216893
"HEN",21,19,0.0142115047802347,0.0112241958860202
"HEN",21,20,0.0106709616821746,0.00822908981019128
